Fips,Year,Area,GDP,GDPGrowth,Size.of.Metro.Area,Personal.Income,Num.Of.Jobs,Job.Growth,TYPE,land_area,population,households,dem_inc_median,dem_inc_less25,dem_inc_25to50,dem_inc_50to100,dem_inc_100to200,dem_inc_greater200,opticalfiber,advdl_gr1gig
39140,2012,"Prescott, AZ (MSA)",17545,1.76,38.47,31617,57366,1.98,POP,7992.496027,218887,115451,46794.6319,0.2618,0.3761,0.2966,0.1074,0.0239,0,0
39140,2012,"Prescott, AZ (MSA)",17545,1.76,38.47,31617,57366,1.98,HU,7992.496027,218887,115451,46794.6319,0.2618,0.3761,0.2966,0.1074,0.0239,0,0
22420,2011,"Flint, MI (MSA)",24411,3.38,54.38,31426,138894,0.98,POP,580.1447679,420412,189723,47601.9282,0.2822,0.2813,0.3228,0.0991,0.0146,0,0
39460,2012,"Punta Gorda, FL (MSA)",16838,-5.58,36.92,36964,44752,1.88,POP,863.028775,161267,98637,47914.0896,0.2416,0.3781,0.3192,0.1073,0.0224,0.016,0
22500,2011,"Florence, SC (MSA)",29509,-0.66,65.74,33491,86871,0.07,POP,1289.244532,206068,89152,42333.4089,0.3751,0.3063,0.2507,0.0535,0.0144,0.0022,0
39460,2012,"Punta Gorda, FL (MSA)",16838,-5.58,36.92,36964,44752,1.88,HU,863.028775,161267,98637,47914.0896,0.2416,0.3781,0.3192,0.1073,0.0224,0.0193,0
11700,2012,"Asheville, NC (MSA)",29844,1.92,65.44,36125,180062,1.21,POP,1945.103307,435057,219707,46906.5199,0.2672,0.3548,0.3136,0.1069,0.0238,0.0059,0
24780,2012,"Greenville, NC (MSA)",33556,4.48,73.58,35743,78980,2.96,POP,866.2091883,196729,87204,42164.0468,0.3519,0.3219,0.2584,0.1069,0.0215,0.0015,0.0015
11700,2012,"Asheville, NC (MSA)",29844,1.92,65.44,36125,180062,1.21,HU,1945.103307,435057,219707,46906.5199,0.2672,0.3548,0.3136,0.1069,0.0238,0.0064,0
24780,2012,"Greenville, NC (MSA)",33556,4.48,73.58,35743,78980,2.96,HU,866.2091883,196729,87204,42164.0468,0.3519,0.3219,0.2584,0.1069,0.0215,0,0
45500,2012,"Texarkana, TX-AR (MSA)",29824,1.39,65.4,34819,63099,-0.18,POP,1502.319065,136292,58959,45650.8423,0.3106,0.3402,0.2952,0.1066,0.0186,0,0
45500,2012,"Texarkana, TX-AR (MSA)",29824,1.39,65.4,34819,63099,-0.18,HU,1502.319065,136292,58959,45650.8423,0.3106,0.3402,0.2952,0.1066,0.0186,0,0
22520,2011,"Florence-Muscle Shoals, AL (MSA)",24192,-0.17,53.89,32233,56498,0.34,POP,1267.109821,148001,69926,39911.4114,0.389,0.3085,0.2379,0.0533,0.0113,0,0
22540,2011,"Fond du Lac, WI (MSA)",31540,1.13,70.26,37788,46860,1.3,POP,711.2445456,101856,44002,52658.206,0.2357,0.317,0.3739,0.0618,0.0116,0,0
17980,2012,"Columbus, GA-AL (MSA)",34762,-2.48,76.23,39216,146807,2.01,POP,1888.329993,298455,129162,45818.5718,0.3084,0.3441,0.2886,0.1062,0.0211,0.0051,0.001
17980,2012,"Columbus, GA-AL (MSA)",34762,-2.48,76.23,39216,146807,2.01,HU,1888.329993,298455,129162,45818.5718,0.3084,0.3441,0.2886,0.1062,0.0211,0.0062,0.0009
22660,2011,"Fort Collins, CO (MSA)",35374,0.8,78.8,39992,140277,1.79,POP,2538.123349,303958,134526,58480.9785,0.211,0.2764,0.3588,0.1306,0.0232,0.1352,0.0078
22900,2011,"Fort Smith, AR-OK (MSA)",29391,-0.36,65.47,32651,114844,-2.42,POP,3904.066434,301581,130208,38037.2587,0.3945,0.3384,0.2171,0.0389,0.0111,0.0295,0
30340,2012,"Lewiston-Auburn, ME (MSA)",32044,1.24,70.27,37018,50175,0.13,POP,466.6939796,108386,50022,47361.0287,0.2699,0.3461,0.3272,0.1055,0.0133,0.0006,0.0006
30340,2012,"Lewiston-Auburn, ME (MSA)",32044,1.24,70.27,37018,50175,0.13,HU,466.6939796,108386,50022,47361.0287,0.2699,0.3461,0.3272,0.1055,0.0133,0.0006,0.0006
27340,2012,"Jacksonville, NC (MSA)",40029,-4.02,87.78,45953,99151,-0.51,POP,863.0542165,183101,70357,46627.119,0.2376,0.3871,0.3172,0.1053,0.0128,0.0005,0
27340,2012,"Jacksonville, NC (MSA)",40029,-4.02,87.78,45953,99151,-0.51,HU,863.0542165,183101,70357,46627.119,0.2376,0.3871,0.3172,0.1053,0.0128,0.0006,0
23060,2011,"Fort Wayne, IN (MSA)",39295,1.29,87.54,35584,210086,1.76,POP,1222.834268,418533,179142,50356.799,0.2457,0.3119,0.3363,0.0876,0.0185,0.3305,0.2737
12980,2012,"Battle Creek, MI (MSA)",32795,4.55,71.91,35623,57290,-0.27,POP,653.6196817,135398,61276,44248.2624,0.2963,0.3502,0.2971,0.1052,0.014,0.0037,0
23420,2011,"Fresno, CA (MSA)",28258,-2.26,62.95,33132,341712,0.52,POP,5723.83908,953502,322571,50542.0559,0.3502,0.2985,0.2604,0.0732,0.0177,0.006,0.0004
12980,2012,"Battle Creek, MI (MSA)",32795,4.55,71.91,35623,57290,-0.27,HU,653.6196817,135398,61276,44248.2624,0.2963,0.3502,0.2971,0.1052,0.014,0.0029,0
16620,2012,"Charleston, WV (MSA)",47207,0.75,103.52,42329,125013,-0.14,POP,2447.891276,303530,142710,45786.8261,0.2977,0.3512,0.2928,0.1051,0.0228,0.018,0
16620,2012,"Charleston, WV (MSA)",47207,0.75,103.52,42329,125013,-0.14,HU,2447.891276,303530,142710,45786.8261,0.2977,0.3512,0.2928,0.1051,0.0228,0.0182,0
23460,2011,"Gadsden, AL (MSA)",22400,1.21,49.9,31851,37085,1.3,POP,510.1392564,104667,47488,40445.9267,0.4002,0.3118,0.2325,0.0471,0.0085,0,0
23540,2011,"Gainesville, FL (MSA)",33452,-0.73,74.52,36858,131791,0.26,POP,1282.685977,266865,121227,42476.644,0.4024,0.2782,0.2332,0.0679,0.0184,0,0
17300,2012,"Clarksville, TN-KY (MSA)",35114,-3.22,77,38902,119707,0.94,POP,2128.792156,285873,118357,46995.8939,0.2603,0.3518,0.3321,0.1049,0.011,0.4177,0
17300,2012,"Clarksville, TN-KY (MSA)",35114,-3.22,77,38902,119707,0.94,HU,2128.792156,285873,118357,46995.8939,0.2603,0.3518,0.3321,0.1049,0.011,0.4225,0
23580,2011,"Gainesville, GA (MSA)",32890,4.32,73.27,32288,76025,2.92,POP,394.3562661,186306,71170,51672.1315,0.2436,0.3106,0.3398,0.0868,0.0191,0.0398,0
24020,2011,"Glens Falls, NY (MSA)",27050,0.86,60.26,38680,55420,0.77,POP,1699.094484,129292,67681,48002.593,0.2955,0.3455,0.2854,0.0609,0.0127,0,0
20020,2012,"Dothan, AL (MSA)",26862,-1.41,58.9,35816,59529,-0.35,POP,1638.271482,148516,69376,42214.3845,0.3328,0.3484,0.268,0.1044,0.0157,0.0005,0
24140,2011,"Goldsboro, NC (MSA)",28574,-0.47,63.65,32003,50381,1.16,POP,520.6976736,123326,53159,40691.3586,0.3436,0.3429,0.2588,0.0441,0.0106,0.0019,0
20020,2012,"Dothan, AL (MSA)",26862,-1.41,58.9,35816,59529,-0.35,HU,1638.271482,148516,69376,42214.3845,0.3328,0.3484,0.268,0.1044,0.0157,0.0002,0
24220,2011,"Grand Forks, ND-MN (MSA)",35862,1.04,79.89,40093,56864,-0.22,POP,3209.780191,98570,44053,44204.0826,0.34,0.3391,0.2661,0.0456,0.0093,0.0286,0
24300,2011,"Grand Junction, CO (MSA)",30103,0.33,67.06,34681,61521,0.65,POP,3266.192472,151450,64632,51821.7313,0.318,0.3487,0.2633,0.0572,0.0129,0.0012,0.0012
24340,2011,"Grand Rapids-Wyoming, MI (MSA)",36721,3.67,81.8,35845,478085,3.85,POP,2632.345277,775583,324185,51450.4697,0.2405,0.3074,0.3441,0.0894,0.0186,0.0014,0
14020,2012,"Bloomington, IN (MSA)",32783,1.74,71.89,32837,76564,-0.08,POP,1252.084011,196375,85992,43215.1435,0.3304,0.3161,0.29,0.1041,0.0195,0.4042,0.3008
14020,2012,"Bloomington, IN (MSA)",32783,1.74,71.89,32837,76564,-0.08,HU,1252.084011,196375,85992,43215.1435,0.3304,0.3161,0.29,0.1041,0.0195,0.3632,0.2537
24500,2011,"Great Falls, MT (MSA)",33042,1.07,73.61,39435,40155,-0.91,POP,2706.098006,81237,37277,42382.3649,0.3758,0.3395,0.2302,0.0423,0.0121,0.0002,0
24540,2011,"Greeley, CO (MSA)",25026,0.16,55.75,30400,88400,4.06,POP,3864.870209,259749,98966,54511.2061,0.2439,0.2939,0.3461,0.094,0.0221,0.0094,0.0041
29740,2012,"Las Cruces, NM (MSA)",23005,-2.1,50.45,30862,75683,1.01,POP,3765.928214,217651,86057,41072.3977,0.3597,0.3475,0.2554,0.1035,0.0146,0,0
29740,2012,"Las Cruces, NM (MSA)",23005,-2.1,50.45,30862,75683,1.01,HU,3765.928214,217651,86057,41072.3977,0.3597,0.3475,0.2554,0.1035,0.0146,0.0001,0.0001
33660,2012,"Mobile, AL (MSA)",35084,-1.84,76.93,32772,181093,-0.94,POP,1580.796151,417324,181445,44717.6715,0.3192,0.3287,0.2861,0.103,0.022,0.0074,0.0052
33660,2012,"Mobile, AL (MSA)",35084,-1.84,76.93,32772,181093,-0.94,HU,1580.796151,417324,181445,44717.6715,0.3192,0.3287,0.2861,0.103,0.022,0.0081,0.0056
22520,2012,"Florence-Muscle Shoals, AL (MSA)",24536,1.42,53.8,33249,56411,-0.15,POP,1267.109821,147648,70722,42006.742,0.3382,0.3266,0.2746,0.1029,0.0178,0,0
22520,2012,"Florence-Muscle Shoals, AL (MSA)",24536,1.42,53.8,33249,56411,-0.15,HU,1267.109821,147648,70722,42006.742,0.3382,0.3266,0.2746,0.1029,0.0178,0,0
48660,2012,"Wichita Falls, TX (MSA)",35015,2.59,76.78,40379,65712,0.43,POP,2593.530976,151291,64372,47183.9074,0.265,0.3606,0.3067,0.1025,0.0254,0.0003,0
48660,2012,"Wichita Falls, TX (MSA)",35015,2.59,76.78,40379,65712,0.43,HU,2593.530976,151291,64372,47183.9074,0.265,0.3606,0.3067,0.1025,0.0254,0.0003,0
24580,2011,"Green Bay, WI (MSA)",42617,0.28,94.94,40497,171458,1.05,POP,2709.957012,308269,137962,52271.4171,0.2337,0.3093,0.3646,0.0788,0.0135,0.0006,0.0006
24660,2011,"Greensboro-High Point, NC (MSA)",42310,0.92,94.25,35395,357712,1.71,POP,1867.35228,734145,327032,46807.3108,0.2822,0.3202,0.2962,0.0822,0.0192,0.0949,0.0031
22500,2012,"Florence, SC (MSA)",30569,3.59,67.03,34445,88224,1.56,POP,1289.244532,206891,89701,42767.4487,0.3095,0.3599,0.2792,0.1021,0.0164,0.0088,0
37620,2012,"Parkersburg-Vienna, WV (MSA)",30342,1.59,66.53,33685,42257,0.48,POP,1295.829537,161657,75687,43931.4147,0.2941,0.3399,0.3158,0.1021,0.0162,0.0187,0
22500,2012,"Florence, SC (MSA)",30569,3.59,67.03,34445,88224,1.56,HU,1289.244532,206891,89701,42767.4487,0.3095,0.3599,0.2792,0.1021,0.0164,0.0089,0
37620,2012,"Parkersburg-Vienna, WV (MSA)",30342,1.59,66.53,33685,42257,0.48,HU,1295.829537,161657,75687,43931.4147,0.2941,0.3399,0.3158,0.1021,0.0162,0.0187,0
38540,2012,"Pocatello, ID (MSA)",25545,-1.98,56.01,29972,34027,0.32,POP,2515.299228,91574,36529,46735.6206,0.2717,0.3471,0.33,0.1018,0.0158,0.0219,0.0155
44220,2012,"Springfield, OH (MSA)",23627,2.33,51.81,36572,51523,0.73,POP,369.8872584,136877,61733,45469.042,0.2844,0.3546,0.3157,0.1018,0.013,0,0
38540,2012,"Pocatello, ID (MSA)",25545,-1.98,56.01,29972,34027,0.32,HU,2515.299228,91574,36529,46735.6206,0.2717,0.3471,0.33,0.1018,0.0158,0.02,0.0135
44220,2012,"Springfield, OH (MSA)",23627,2.33,51.81,36572,51523,0.73,HU,369.8872584,136877,61733,45469.042,0.2844,0.3546,0.3157,0.1018,0.013,0,0
24780,2011,"Greenville, NC (MSA)",32118,1.58,71.55,33831,76710,0.61,POP,866.2091883,193934,85039,38167.0119,0.3861,0.2947,0.2505,0.0539,0.0147,0.0009,0.0005
24860,2011,"Greenville-Anderson-Mauldin, SC (MSA)",33947,3.31,75.62,34879,370836,2.36,POP,1888.82748,648857,282257,47005.1138,0.2991,0.3096,0.2878,0.0861,0.0174,0.0003,0
25060,2011,"Gulfport-Biloxi-Pascagoula, MS (MSA)",35677,-6.21,79.48,35380,167483,-2.27,POP,1928.932004,244260,112040,44577.3871,0.34,0.3304,0.2678,0.0498,0.012,0.6975,0.0003
25180,2011,"Hagerstown-Martinsburg, MD-WV (MSA)",27151,2.38,60.48,35509,100359,2.24,POP,940.7800013,273311,117061,50869.1956,0.2914,0.3291,0.3116,0.0591,0.0088,0.003,0.0014
19140,2012,"Dalton, GA (MSA)",33205,2.24,72.81,28548,64091,-2.45,POP,603.06009,146394,57592,42540.2515,0.294,0.3669,0.2892,0.1013,0.0165,0.5941,0.0009
19140,2012,"Dalton, GA (MSA)",33205,2.24,72.81,28548,64091,-2.45,HU,603.06009,146394,57592,42540.2515,0.294,0.3669,0.2892,0.1013,0.0165,0.5914,0.0005
34060,2012,"Morgantown, WV (MSA)",41214,0.97,90.37,36928,67506,3.16,POP,951.6154539,133708,59677,43178.4559,0.3567,0.2981,0.2809,0.1012,0.0257,0.0184,0
34060,2012,"Morgantown, WV (MSA)",41214,0.97,90.37,36928,67506,3.16,HU,951.6154539,133708,59677,43178.4559,0.3567,0.2981,0.2809,0.1012,0.0257,0.0197,0
23460,2012,"Gadsden, AL (MSA)",21969,-1.92,48.17,32717,37460,1.01,POP,510.1392564,104343,47858,41441.0926,0.3366,0.3754,0.2452,0.1011,0.0126,0,0
23460,2012,"Gadsden, AL (MSA)",21969,-1.92,48.17,32717,37460,1.01,HU,510.1392564,104343,47858,41441.0926,0.3366,0.3754,0.2452,0.1011,0.0126,0,0
25260,2011,"Hanford-Corcoran, CA (MSA)",23410,2.05,52.15,31771,46405,-0.91,POP,1299.797893,156498,44934,48852.3143,0.3357,0.3186,0.2662,0.066,0.0136,0,0
25420,2011,"Harrisburg-Carlisle, PA (MSA)",45506,1.38,101.37,43271,330570,0.86,POP,1534.71619,552868,242254,56054.2987,0.2521,0.3136,0.3288,0.0881,0.0175,0.5544,0.027
25500,2011,"Harrisonburg, VA (MSA)",45580,0.95,101.54,31999,63137,1.63,POP,820.3278931,126505,51660,47143.3111,0.3144,0.3324,0.2797,0.0614,0.0121,0.018,0.0022
25540,2011,"Hartford-West Hartford-East Hartford, CT (MSA)",57275,-0.03,127.59,52338,633696,1.03,POP,1449.814733,1216063,508285,68704.2465,0.2193,0.2493,0.351,0.1507,0.0296,0.0142,0.0024
27180,2012,"Jackson, TN (MSA)",35497,2.6,77.84,36721,66047,2.86,POP,788.7083991,116652,49411,44209.0755,0.321,0.3295,0.2855,0.1004,0.0246,0.6786,0
29460,2012,"Lakeland-Winter Haven, FL (MSA)",23325,-0.65,51.15,35746,207627,1.32,POP,1989.77345,626220,301178,47931.5435,0.2637,0.366,0.3211,0.1004,0.0177,0.348,0.0015
25620,2011,"Hattiesburg, MS (MSA)",30429,-0.7,67.79,31346,61865,-0.71,POP,1566.449396,145892,63208,41979.6887,0.4056,0.299,0.2278,0.0526,0.0151,0.1398,0.1398
27180,2012,"Jackson, TN (MSA)",35497,2.6,77.84,36721,66047,2.86,HU,788.7083991,116652,49411,44209.0755,0.321,0.3295,0.2855,0.1004,0.0246,0.6855,0
29460,2012,"Lakeland-Winter Haven, FL (MSA)",23325,-0.65,51.15,35746,207627,1.32,HU,1989.77345,626220,301178,47931.5435,0.2637,0.366,0.3211,0.1004,0.0177,0.344,0.0021
25860,2011,"Hickory-Lenoir-Morganton, NC (MSA)",28335,1.65,63.12,31060,148504,1.18,POP,1559.028424,368123,163751,41463.4955,0.3006,0.348,0.2879,0.052,0.0115,0.0507,0.0009
25980,2011,"Hinesville, GA (MSA)",40456,3.89,90.12,28136,39287,2.37,POP,967.4579047,77007,32336,40183.1527,0.3469,0.385,0.2306,0.0345,0.003,0,0
26300,2011,"Hot Springs, AR (MSA)",25310,1.33,56.38,35369,38516,0.4,POP,697.435426,97233,51049,38586.1138,0.3844,0.3316,0.2219,0.0497,0.0123,0,0
26380,2011,"Houma-Thibodaux, LA (MSA)",48033,-1.47,107,41584,96811,-0.14,POP,3542.587662,208868,82747,48029.4636,0.3616,0.3069,0.2701,0.05,0.0115,0.1164,0.1164
26420,2011,"Houston-The Woodlands-Sugar Land, TX (MSA)",60527,2.42,134.83,48809,2707274,2.7,POP,9781.135379,6106234,2365782,59806.4716,0.2513,0.2802,0.3131,0.1281,0.0273,0.016,0
24500,2012,"Great Falls, MT (MSA)",32755,-0.87,71.82,40822,40321,0.41,POP,2706.098006,81648,37548,46240.0785,0.2777,0.3636,0.316,0.0994,0.015,0.0199,0
24500,2012,"Great Falls, MT (MSA)",32755,-0.87,71.82,40822,40321,0.41,HU,2706.098006,81648,37548,46240.0785,0.2777,0.3636,0.316,0.0994,0.015,0.0202,0
26580,2011,"Huntington-Ashland, WV-KY-OH (MSA)",28854,-1.49,64.28,34065,141118,0,POP,1691.931688,287281,130989,37035.6042,0.4327,0.3001,0.2178,0.0404,0.009,0.003,0
26620,2011,"Huntsville, AL (MSA)",45773,-0.64,101.97,40974,216995,-0.12,POP,1316.441596,427310,185592,56206.8546,0.2766,0.2837,0.3153,0.109,0.0154,0.0067,0.0027
26820,2011,"Idaho Falls, ID (MSA)",33718,-0.29,75.11,34726,59955,-0.94,POP,2907.772713,135226,50277,51863.06,0.275,0.3161,0.3225,0.073,0.0134,0.0006,0
26900,2011,"Indianapolis-Carmel-Anderson, IN (MSA)",49881,0.77,111.12,40467,954733,1.7,POP,3532.197749,1776160,765285,56236.1186,0.2315,0.285,0.3433,0.1161,0.0241,0.2564,0.2428
26980,2011,"Iowa City, IA (MSA)",44558,2.56,99.26,43631,97979,2.67,POP,1105.031294,154401,66270,50069.4466,0.2914,0.2944,0.3026,0.0907,0.0209,0.2145,0
27060,2011,"Ithaca, NY (MSA)",33121,-0.61,73.78,37579,55379,-0.54,POP,447.1260823,101282,41546,48909.52,0.3419,0.2777,0.272,0.0873,0.0211,0.2953,0
40660,2012,"Rome, GA (MSA)",29054,1.12,63.71,34230,39383,1.08,POP,491.2869076,96897,41070,43260.9936,0.3128,0.349,0.2849,0.0988,0.0228,0,0
41140,2012,"St. Joseph, MO-KS (MSA)",34520,9.58,75.7,36068,57850,0.64,POP,1545.938288,127779,54598,45895.3098,0.2798,0.3687,0.3146,0.0988,0.012,0.0065,0
40660,2012,"Rome, GA (MSA)",29054,1.12,63.71,34230,39383,1.08,HU,491.2869076,96897,41070,43260.9936,0.3128,0.349,0.2849,0.0988,0.0228,0,0
41140,2012,"St. Joseph, MO-KS (MSA)",34520,9.58,75.7,36068,57850,0.64,HU,1545.938288,127779,54598,45895.3098,0.2798,0.3687,0.3146,0.0988,0.012,0.0082,0
44180,2012,"Springfield, MO (MSA)",31404,2.57,68.86,33943,201063,2.83,POP,2819.025993,452522,201417,45479.3045,0.2815,0.3701,0.2976,0.0986,0.0178,0.4013,0.3844
44180,2012,"Springfield, MO (MSA)",31404,2.57,68.86,33943,201063,2.83,HU,2819.025993,452522,201417,45479.3045,0.2815,0.3701,0.2976,0.0986,0.0178,0.4478,0.4318
27100,2011,"Jackson, MI (MSA)",27588,3.82,61.46,31902,57070,5.45,POP,658.5286358,158723,68844,48481.8426,0.2596,0.3088,0.3422,0.0753,0.0141,0,0
27140,2011,"Jackson, MS (MSA)",39210,-0.82,87.35,37861,272866,0.87,POP,3665.249061,543367,224201,47874.8877,0.3232,0.2948,0.2846,0.0774,0.02,0.4424,0.4264
31900,2012,"Mansfield, OH (MSA)",26739,1.7,58.63,32437,53503,-1.59,POP,448.3684014,123021,54570,43715.2087,0.2789,0.3872,0.3052,0.0984,0.0101,0,0
31900,2012,"Mansfield, OH (MSA)",26739,1.7,58.63,32437,53503,-1.59,HU,448.3684014,123021,54570,43715.2087,0.2789,0.3872,0.3052,0.0984,0.0101,0,0
21340,2012,"El Paso, TX (MSA)",30305,-0.61,66.45,30186,326070,2.01,POP,972.2853338,830002,281941,42156.1995,0.3515,0.3571,0.2497,0.0982,0.016,0,0
29700,2012,"Laredo, TX (MSA)",23023,2.17,50.48,26120,97584,2.11,POP,3410.338935,263543,77484,42221.0959,0.3482,0.3482,0.2546,0.0982,0.0161,0.0023,0
21340,2012,"El Paso, TX (MSA)",30305,-0.61,66.45,30186,326070,2.01,HU,972.2853338,830002,281941,42156.1995,0.3515,0.3571,0.2497,0.0982,0.016,0,0
29700,2012,"Laredo, TX (MSA)",23023,2.17,50.48,26120,97584,2.11,HU,3410.338935,263543,77484,42221.0959,0.3482,0.3482,0.2546,0.0982,0.0161,0.0058,0
27180,2011,"Jackson, TN (MSA)",34596,1.46,77.07,35276,64213,2.03,POP,788.7083991,115700,48970,42443.2076,0.318,0.3178,0.281,0.0664,0.0169,0.6781,0
27260,2011,"Jacksonville, FL (MSA)",38457,-0.28,85.67,40701,617211,0.9,POP,3595.891496,1363493,605782,53653.2107,0.2538,0.3092,0.3216,0.0936,0.0218,0.0074,0.0008
27340,2011,"Jacksonville, NC (MSA)",41704,0.72,92.9,46418,99662,-1.43,POP,863.0542165,180274,69149,41962.2729,0.3268,0.384,0.2442,0.0385,0.0065,0.0005,0
45460,2012,"Terre Haute, IN (MSA)",30188,1.44,66.2,33473,72970,1.12,POP,1349.48211,170514,74821,42689.2191,0.3077,0.3544,0.2974,0.0975,0.0131,0.3992,0.399
27500,2011,"Janesville-Beloit, WI (MSA)",27183,1.83,60.55,34282,63064,-0.2,POP,664.3635228,161544,68921,51949.0382,0.2276,0.3081,0.3693,0.0837,0.0112,0,0
45460,2012,"Terre Haute, IN (MSA)",30188,1.44,66.2,33473,72970,1.12,HU,1349.48211,170514,74821,42689.2191,0.3077,0.3544,0.2974,0.0975,0.0131,0.402,0.4018
40580,2012,"Rocky Mount, NC (MSA)",34257,1.66,75.12,32964,61427,-1.08,POP,984.5755531,153036,67881,42284.607,0.3353,0.3435,0.2733,0.097,0.0176,0.0041,0.0007
40580,2012,"Rocky Mount, NC (MSA)",34257,1.66,75.12,32964,61427,-1.08,HU,984.5755531,153036,67881,42284.607,0.3353,0.3435,0.2733,0.097,0.0176,0.0039,0.0009
27620,2011,"Jefferson City, MO (MSA)",34387,-0.35,76.6,35939,78576,-1.36,POP,2150.945954,150711,64004,49791.652,0.2817,0.3332,0.3217,0.0516,0.0118,0,0
27740,2011,"Johnson City, TN (MSA)",26926,2.63,59.98,33591,82244,2.83,POP,812.2806386,200971,94876,39413.0686,0.4049,0.3278,0.2128,0.0436,0.0109,0.0003,0
12620,2012,"Bangor, ME (MSA)",31486,1.5,69.04,35860,73929,0.54,POP,3474.744068,154743,75255,43718.0391,0.2963,0.3525,0.3058,0.0965,0.017,0.04,0.0337
12620,2012,"Bangor, ME (MSA)",31486,1.5,69.04,35860,73929,0.54,HU,3474.744068,154743,75255,43718.0391,0.2963,0.3525,0.3058,0.0965,0.017,0.0137,0.0087
24140,2012,"Goldsboro, NC (MSA)",29149,2.01,63.92,33620,50412,0.06,POP,520.6976736,123692,53542,43629.0956,0.3004,0.3532,0.2994,0.0964,0.0139,0.0005,0
24140,2012,"Goldsboro, NC (MSA)",29149,2.01,63.92,33620,50412,0.06,HU,520.6976736,123692,53542,43629.0956,0.3004,0.3532,0.2994,0.0964,0.0139,0.0005,0
27780,2011,"Johnstown, PA (MSA)",24490,1.15,54.56,34749,60725,0.05,POP,646.4808995,142825,65243,39424.0063,0.4166,0.3364,0.2083,0.0292,0.0095,0.0877,0.0172
27860,2011,"Jonesboro, AR (MSA)",30653,-1.51,68.28,32849,53510,2.65,POP,1379.249691,122824,52179,39391.49,0.4031,0.3126,0.2312,0.043,0.0101,0.2496,0
46660,2012,"Valdosta, GA (MSA)",26336,-0.57,57.75,32372,60435,2.34,POP,1585.63843,143290,59994,44121.3674,0.3207,0.3544,0.2864,0.0959,0.0148,0,0
46660,2012,"Valdosta, GA (MSA)",26336,-0.57,57.75,32372,60435,2.34,HU,1585.63843,143290,59994,44121.3674,0.3207,0.3544,0.2864,0.0959,0.0148,0,0
27900,2011,"Joplin, MO (MSA)",29381,1,65.45,31662,81231,0.34,POP,1156.226664,177822,76018,39160.5843,0.3737,0.3532,0.2254,0.037,0.0106,0.0496,0
28020,2011,"Kalamazoo-Portage, MI (MSA)",32559,0.25,72.53,35944,137546,-0.04,POP,1545.447795,326575,146764,47657.3282,0.2824,0.303,0.3101,0.0884,0.0161,0.0428,0
28100,2011,"Kankakee, IL (MSA)",24422,0.59,54.4,33603,43338,-0.91,POP,614.1936283,114752,45748,50736.564,0.2769,0.3042,0.3389,0.0678,0.0123,0,0
28140,2011,"Kansas City, MO-KS (MSA)",47452,0.63,105.71,43330,1009208,0.8,POP,7311.596325,2053019,890191,58636.4778,0.2268,0.2956,0.3439,0.1109,0.0227,0.0209,0.0013
28420,2011,"Kennewick-Richland, WA (MSA)",36546,-2.58,81.41,38195,113375,1.74,POP,2983.918933,261535,95731,55727.0849,0.2346,0.2862,0.3581,0.1077,0.0135,0.1966,0.1952
36980,2012,"Owensboro, KY (MSA)",34634,2.16,75.95,36641,53718,2.76,POP,876.0817292,115731,50481,43578.3842,0.2986,0.3529,0.3107,0.0951,0.0124,0.504,0
28660,2011,"Killeen-Temple, TX (MSA)",33615,2.04,74.88,39630,181450,0.46,POP,2793.364208,415127,163408,47188.7562,0.2878,0.3719,0.2777,0.052,0.0105,0,0
36980,2012,"Owensboro, KY (MSA)",34634,2.16,75.95,36641,53718,2.76,HU,876.0817292,115731,50481,43578.3842,0.2986,0.3529,0.3107,0.0951,0.0124,0.537,0
28700,2011,"Kingsport-Bristol-Bristol, TN-VA (MSA)",27980,3.33,62.33,33781,124388,2.2,POP,1926.153358,310954,147650,37982.1372,0.3901,0.3291,0.2273,0.0423,0.0112,0.2597,0.0215
28740,2011,"Kingston, NY (MSA)",22697,-1.32,50.56,41619,61673,-1.36,POP,1092.171839,182389,83526,57296.8502,0.2801,0.2956,0.3179,0.0918,0.0146,0.0252,0.0003
28940,2011,"Knoxville, TN (MSA)",36699,2.35,81.75,36537,375682,1.61,POP,1786.642122,708081,320137,47990.8761,0.3307,0.3045,0.2708,0.0767,0.0174,0.0517,0
29020,2011,"Kokomo, IN (MSA)",40883,7.01,91.07,32626,38187,2.28,POP,493.1923813,98156,45438,48390.915,0.2649,0.2832,0.3475,0.0946,0.0098,0.0852,0.0852
19060,2012,"Cumberland, MD-WV (MSA)",23575,1.84,51.7,34431,40288,-0.22,POP,717.2597251,103213,47026,40130.4964,0.3208,0.3678,0.2852,0.0948,0.0118,0.001,0.0009
19060,2012,"Cumberland, MD-WV (MSA)",23575,1.84,51.7,34431,40288,-0.22,HU,717.2597251,103213,47026,40130.4964,0.3208,0.3678,0.2852,0.0948,0.0118,0.0015,0.0014
27860,2012,"Jonesboro, AR (MSA)",31328,2.2,68.7,34266,53904,0.74,POP,1379.249691,124174,53254,41765.8738,0.3478,0.329,0.2736,0.0947,0.0195,0.2523,0
27860,2012,"Jonesboro, AR (MSA)",31328,2.2,68.7,34266,53904,0.74,HU,1379.249691,124174,53254,41765.8738,0.3478,0.329,0.2736,0.0947,0.0195,0.2661,0
