Fips,Year,Area,GDP,GDPGrowth,Size.of.Metro.Area,Personal.Income,Num.Of.Jobs,Job.Growth,TYPE,land_area,population,households,dem_inc_median,dem_inc_less25,dem_inc_25to50,dem_inc_50to100,dem_inc_100to200,dem_inc_greater200,opticalfiber,advdl_gr1gig
47900,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV (MSA)",66433,-0.81,145.67,61743,3200066,0.99,POP,5559.579484,5758164,2286857,94972.718,0.1137,0.1829,0.3061,0.3083,0.1147,0.6909,0.0242
47900,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV (MSA)",66433,-0.81,145.67,61743,3200066,0.99,HU,5559.579484,5758164,2286857,94972.718,0.1137,0.1829,0.3061,0.3083,0.1147,0.6618,0.0309
41940,2012,"San Jose-Sunnyvale-Santa Clara, CA (MSA)",90528,1.36,198.51,65679,957714,3.34,POP,2591.26265,1867538,679886,94214.4874,0.1369,0.1858,0.2761,0.3019,0.1325,0.0079,0.0062
41940,2012,"San Jose-Sunnyvale-Santa Clara, CA (MSA)",90528,1.36,198.51,65679,957714,3.34,HU,2591.26265,1867538,679886,94214.4874,0.1369,0.1858,0.2761,0.3019,0.1325,0.0103,0.0079
37100,2012,"Oxnard-Thousand Oaks-Ventura, CA (MSA)",40214,0.16,88.18,48837,321947,1.52,POP,2142.616564,840889,287274,82441.1203,0.1409,0.2185,0.3146,0.2778,0.0849,0.3883,0.0071
37100,2012,"Oxnard-Thousand Oaks-Ventura, CA (MSA)",40214,0.16,88.18,48837,321947,1.52,HU,2142.616564,840889,287274,82441.1203,0.1409,0.2185,0.3146,0.2778,0.0849,0.369,0.0084
41860,2012,"San Francisco-Oakland-Hayward, CA (MSA)",69542,5.95,152.49,66591,2113709,3.58,POP,3231.03314,4390352,1788553,84263.9937,0.1674,0.209,0.2827,0.2667,0.1107,0.0185,0.0088
41860,2012,"San Francisco-Oakland-Hayward, CA (MSA)",69542,5.95,152.49,66591,2113709,3.58,HU,3231.03314,4390352,1788553,84263.9937,0.1674,0.209,0.2827,0.2667,0.1107,0.0201,0.0119
10180,2011,"Abilene, TX (MSA)",29203,0.78,65.05,36459,72382,0.79,POP,2674.729618,166178,70053,43773.4799,0.3682,0.3388,0.2339,0.0495,0.0095,0.0083,0
10420,2011,"Akron, OH (MSA)",34933,1.62,77.82,40354,327635,0.87,POP,828.6517673,700545,311243,51884.0591,0.268,0.2971,0.3213,0.0928,0.0208,0,0
14460,2012,"Boston-Cambridge-Newton, MA-NH (MSA)",63745,1.5,139.78,60387,2565817,1.79,POP,4128.260812,4599378,1922967,76896.6325,0.1834,0.216,0.3018,0.255,0.0812,0.4767,0.007
14460,2012,"Boston-Cambridge-Newton, MA-NH (MSA)",63745,1.5,139.78,60387,2565817,1.79,HU,4128.260812,4599378,1922967,76896.6325,0.1834,0.216,0.3018,0.255,0.0812,0.4648,0.0075
14860,2012,"Bridgeport-Stamford-Norwalk, CT (MSA)",80158,-0.31,175.77,81068,441709,1.09,POP,763.7063527,923450,367533,97828.9603,0.1507,0.1925,0.2739,0.2528,0.1635,0.701,0.5242
14860,2012,"Bridgeport-Stamford-Norwalk, CT (MSA)",80158,-0.31,175.77,81068,441709,1.09,HU,763.7063527,923450,367533,97828.9603,0.1507,0.1925,0.2739,0.2528,0.1635,0.7126,0.54
21820,2012,"Fairbanks, AK (MSA)",42872,-0.36,94.01,45432,49009,0.4,POP,9372.295731,101452,43418,68928.4369,0.1455,0.2541,0.3545,0.251,0.0343,0,0
21820,2012,"Fairbanks, AK (MSA)",42872,-0.36,94.01,45432,49009,0.4,HU,9372.295731,101452,43418,68928.4369,0.1455,0.2541,0.3545,0.251,0.0343,0,0
11260,2012,"Anchorage, AK (MSA)",64174,1.12,140.72,52360,195510,2.6,POP,32574.55611,400027,161668,74541.7048,0.1356,0.2386,0.3543,0.2507,0.0541,0,0
46700,2012,"Vallejo-Fairfield, CA (MSA)",28368,3.15,62.21,42354,133692,1.34,POP,841.3780122,416168,152316,73152.3723,0.1535,0.2331,0.3527,0.2507,0.0463,0.0172,0
11260,2012,"Anchorage, AK (MSA)",64174,1.12,140.72,52360,195510,2.6,HU,32574.55611,400027,161668,74541.7048,0.1356,0.2386,0.3543,0.2507,0.0541,0,0
46700,2012,"Vallejo-Fairfield, CA (MSA)",28368,3.15,62.21,42354,133692,1.34,HU,841.3780122,416168,152316,73152.3723,0.1535,0.2331,0.3527,0.2507,0.0463,0.0166,0
45940,2012,"Trenton, NJ (MSA)",65631,2.53,143.92,55714,220862,0.89,POP,204.7005139,369253,145426,79987.7429,0.1793,0.2211,0.2921,0.2503,0.0961,0.9194,0.0096
45940,2012,"Trenton, NJ (MSA)",65631,2.53,143.92,55714,220862,0.89,HU,204.7005139,369253,145426,79987.7429,0.1793,0.2211,0.2921,0.2503,0.0961,0.9276,0.0114
34900,2012,"Napa, CA (MSA)",44918,3.6,98.5,54807,69810,3.33,POP,762.683484,138821,55858,75763.18,0.1633,0.2381,0.3043,0.2483,0.0854,0,0
34900,2012,"Napa, CA (MSA)",44918,3.6,98.5,54807,69810,3.33,HU,762.683484,138821,55858,75763.18,0.1633,0.2381,0.3043,0.2483,0.0854,0,0
31700,2012,"Manchester-Nashua, NH (MSA)",49980,-1.39,109.6,50806,201706,1.04,POP,823.0813424,403926,168786,72803.7508,0.1556,0.2362,0.347,0.2477,0.0509,0.0279,0.0177
31700,2012,"Manchester-Nashua, NH (MSA)",49980,-1.39,109.6,50806,201706,1.04,HU,823.0813424,403926,168786,72803.7508,0.1556,0.2362,0.347,0.2477,0.0509,0.0236,0.0143
25540,2012,"Hartford-West Hartford-East Hartford, CT (MSA)",57088,-0.33,125.18,54274,639726,0.95,POP,1449.814733,1223028,516773,71487.4984,0.1848,0.2416,0.321,0.2368,0.0602,0.3903,0.0033
25540,2012,"Hartford-West Hartford-East Hartford, CT (MSA)",57088,-0.33,125.18,54274,639726,0.95,HU,1449.814733,1223028,516773,71487.4984,0.1848,0.2416,0.321,0.2368,0.0602,0.3999,0.0035
12580,2012,"Baltimore-Columbia-Towson, MD (MSA)",49219,2.49,107.93,54201,1377907,2.2,POP,2848.901179,2747872,1161110,72954.7141,0.1795,0.2433,0.318,0.2356,0.0631,0.5978,0.0101
12580,2012,"Baltimore-Columbia-Towson, MD (MSA)",49219,2.49,107.93,54201,1377907,2.2,HU,2848.901179,2747872,1161110,72954.7141,0.1795,0.2433,0.318,0.2356,0.0631,0.5727,0.0099
14500,2012,"Boulder, CO (MSA)",60533,2.04,132.74,53772,174444,2.77,POP,700.3207668,300408,130186,69776.7269,0.1994,0.2512,0.2837,0.2322,0.0772,0.0155,0.0155
14500,2012,"Boulder, CO (MSA)",60533,2.04,132.74,53772,174444,2.77,HU,700.3207668,300408,130186,69776.7269,0.1994,0.2512,0.2837,0.2322,0.0772,0.0141,0.0141
42660,2012,"Seattle-Tacoma-Bellevue, WA (MSA)",64188,3.04,140.75,53328,1818075,2.63,POP,6128.872861,3528567,1513862,71325.9811,0.1662,0.2524,0.3335,0.2315,0.0563,0.2062,0.008
42660,2012,"Seattle-Tacoma-Bellevue, WA (MSA)",64188,3.04,140.75,53328,1818075,2.63,HU,6128.872861,3528567,1513862,71325.9811,0.1662,0.2524,0.3335,0.2315,0.0563,0.207,0.0098
49340,2012,"Worcester, MA-CT (MSA)",31752,0.65,69.63,46902,375238,0.6,POP,1429.541967,807359,331197,69068.7114,0.1978,0.2453,0.3224,0.2307,0.0485,0.2662,0.001
49340,2012,"Worcester, MA-CT (MSA)",31752,0.65,69.63,46902,375238,0.6,HU,1429.541967,807359,331197,69068.7114,0.1978,0.2453,0.3224,0.2307,0.0485,0.2605,0.0011
42100,2012,"Santa Cruz-Watsonville, CA (MSA)",30623,1.09,67.15,52442,96956,1.06,POP,576.9364979,265963,107512,71027.1705,0.1913,0.2429,0.3025,0.2302,0.0797,0.0045,0.0045
42100,2012,"Santa Cruz-Watsonville, CA (MSA)",30623,1.09,67.15,52442,96956,1.06,HU,576.9364979,265963,107512,71027.1705,0.1913,0.2429,0.3025,0.2302,0.0797,0.0046,0.0046
35980,2012,"Norwich-New London, CT (MSA)",40289,-2.28,88.35,49468,136892,-0.51,POP,703.4314385,276738,121402,69791.06,0.1534,0.2576,0.3441,0.2291,0.0547,0.4072,0.0009
35980,2012,"Norwich-New London, CT (MSA)",40289,-2.28,88.35,49468,136892,-0.51,HU,703.4314385,276738,121402,69791.06,0.1534,0.2576,0.3441,0.2291,0.0547,0.4086,0.0014
35620,2012,"New York-Newark-Jersey City, NY-NJ-PA (MSA)",59172,0.89,129.75,58403,9002829,1.51,POP,8494.046101,19060149,7676520,74477.5047,0.2068,0.2365,0.2853,0.2262,0.0881,0.653,0.087
35620,2012,"New York-Newark-Jersey City, NY-NJ-PA (MSA)",59172,0.89,129.75,58403,9002829,1.51,HU,8494.046101,19060149,7676520,74477.5047,0.2068,0.2365,0.2853,0.2262,0.0881,0.6366,0.0838
33460,2012,"Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",55514,2.86,121.73,50260,1871349,1.83,POP,5866.708163,3353645,1393801,69738.4652,0.1639,0.2486,0.3478,0.2243,0.0538,0.0154,0
33460,2012,"Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",55514,2.86,121.73,50260,1871349,1.83,HU,5866.708163,3353645,1393801,69738.4652,0.1639,0.2486,0.3478,0.2243,0.0538,0.0139,0
42220,2012,"Santa Rosa, CA (MSA)",36090,-1.38,79.14,47879,184623,-0.61,POP,1686.197146,488064,206707,67460.8929,0.1755,0.2642,0.3273,0.2233,0.0571,0.006,0.0011
42220,2012,"Santa Rosa, CA (MSA)",36090,-1.38,79.14,47879,184623,-0.61,HU,1686.197146,488064,206707,67460.8929,0.1755,0.2642,0.3273,0.2233,0.0571,0.0052,0.0007
41740,2012,"San Diego-Carlsbad, CA (MSA)",48750,1.49,106.9,49719,1445398,2.06,POP,4350.643405,3157610,1193276,71200.4025,0.1801,0.2624,0.3153,0.2232,0.0633,0.0284,0.0141
41740,2012,"San Diego-Carlsbad, CA (MSA)",48750,1.49,106.9,49719,1445398,2.06,HU,4350.643405,3157610,1193276,71200.4025,0.1801,0.2624,0.3153,0.2232,0.0633,0.026,0.0136
35300,2012,"New Haven-Milford, CT (MSA)",39849,0.01,87.38,51028,382516,1.45,POP,791.8205871,868757,368269,66999.1932,0.2082,0.2568,0.3067,0.2215,0.0537,0.474,0.0982
35300,2012,"New Haven-Milford, CT (MSA)",39849,0.01,87.38,51028,382516,1.45,HU,791.8205871,868757,368269,66999.1932,0.2082,0.2568,0.3067,0.2215,0.0537,0.4795,0.0982
40900,2012,"Sacramento--Roseville--Arden-Arcade, CA (MSA)",38371,2.28,84.14,44641,901551,2.14,POP,5046.131161,2212820,886537,66471.2721,0.1877,0.2719,0.3264,0.2142,0.0462,0.2513,0.0024
40900,2012,"Sacramento--Roseville--Arden-Arcade, CA (MSA)",38371,2.28,84.14,44641,901551,2.14,HU,5046.131161,2212820,886537,66471.2721,0.1877,0.2719,0.3264,0.2142,0.0462,0.243,0.0028
11460,2012,"Ann Arbor, MI (MSA)",48098,0.88,105.47,43202,202673,1.34,POP,657.361138,349185,149127,65081.3569,0.2182,0.2623,0.2995,0.2139,0.0526,0,0
11460,2012,"Ann Arbor, MI (MSA)",48098,0.88,105.47,43202,202673,1.34,HU,657.361138,349185,149127,65081.3569,0.2182,0.2623,0.2995,0.2139,0.0526,0,0
37980,2012,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (MSA)",51802,1.17,113.59,51519,2817799,0.8,POP,4376.728821,6025248,2472977,67098.7183,0.2129,0.2556,0.3052,0.2132,0.0574,0.8273,0.0092
37980,2012,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (MSA)",51802,1.17,113.59,51519,2817799,0.8,HU,4376.728821,6025248,2472977,67098.7183,0.2129,0.2556,0.3052,0.2132,0.0574,0.8298,0.0093
39580,2012,"Raleigh, NC (MSA)",44892,0.13,98.44,42709,555162,3.31,POP,1983.028765,1205235,504108,67854.7266,0.182,0.2826,0.3222,0.2115,0.0496,0.0065,0.0035
39580,2012,"Raleigh, NC (MSA)",44892,0.13,98.44,42709,555162,3.31,HU,1983.028765,1205235,504108,67854.7266,0.182,0.2826,0.3222,0.2115,0.0496,0.0084,0.0044
10500,2011,"Albany, GA (MSA)",26412,-1.47,58.84,32642,63686,-0.71,POP,1900.35122,157793,66229,41127.2693,0.3813,0.2885,0.25,0.0662,0.014,0.0208,0.0003
10580,2011,"Albany-Schenectady-Troy, NY (MSA)",40495,0.34,90.21,46599,441087,0.25,POP,2649.720604,871541,393667,57613.1919,0.2658,0.2941,0.3253,0.0991,0.0157,0.4887,0.0307
19740,2012,"Denver-Aurora-Lakewood, CO (MSA)",55921,0.66,122.62,50936,1314028,2.92,POP,8101.845599,2627438,1125418,67036.5354,0.1935,0.2738,0.318,0.2089,0.0523,0.0349,0.0184
19740,2012,"Denver-Aurora-Lakewood, CO (MSA)",55921,0.66,122.62,50936,1314028,2.92,HU,8101.845599,2627438,1125418,67036.5354,0.1935,0.2738,0.318,0.2089,0.0523,0.042,0.0223
31100,2012,"Los Angeles-Long Beach-Anaheim, CA (MSA)",51404,2.24,112.72,46337,5627388,1.83,HU,5377.30105,12950696,4601087,68734.1879,0.2059,0.2654,0.2995,0.2087,0.0687,0.2107,0.0203
40340,2012,"Rochester, MN (MSA)",43647,2.98,95.71,45702,114804,2.92,POP,1541.214513,190954,81269,66988.7395,0.1653,0.2612,0.3623,0.2063,0.0456,0.2041,0
40340,2012,"Rochester, MN (MSA)",43647,2.98,95.71,45702,114804,2.92,HU,1541.214513,190954,81269,66988.7395,0.1653,0.2612,0.3623,0.2063,0.0456,0.2272,0
36500,2012,"Olympia-Tumwater, WA (MSA)",30326,0.16,66.5,43977,102667,0.73,POP,734.4580762,262279,113905,63544.8507,0.1807,0.266,0.3615,0.2042,0.0284,0.106,0
36500,2012,"Olympia-Tumwater, WA (MSA)",30326,0.16,66.5,43977,102667,0.73,HU,734.4580762,262279,113905,63544.8507,0.1807,0.266,0.3615,0.2042,0.0284,0.0985,0
16980,2012,"Chicago-Naperville-Elgin, IL-IN-WI (MSA)",51350,2.08,112.6,48305,4517768,1.53,POP,8836.138536,9557220,3871577,66715.5795,0.2031,0.2634,0.3193,0.2037,0.0572,0.0853,0.0845
16980,2012,"Chicago-Naperville-Elgin, IL-IN-WI (MSA)",51350,2.08,112.6,48305,4517768,1.53,HU,8836.138536,9557220,3871577,66715.5795,0.2031,0.2634,0.3193,0.2037,0.0572,0.097,0.099
14060,2012,"Bloomington, IL (MSA)",47388,1.24,103.91,43429,101902,1.31,POP,1087.395663,173396,70845,61852.3162,0.2127,0.2744,0.3329,0.2021,0.031,0.0011,0.0011
14060,2012,"Bloomington, IL (MSA)",47388,1.24,103.91,43429,101902,1.31,HU,1087.395663,173396,70845,61852.3162,0.2127,0.2744,0.3329,0.2021,0.031,0.0015,0.0015
10740,2011,"Albuquerque, NM (MSA)",38887,-0.49,86.63,35529,387246,-0.47,POP,9076.562019,909143,383426,50858.8261,0.3017,0.3172,0.2863,0.0794,0.0154,0.0111,0
10780,2011,"Alexandria, LA (MSA)",30972,0.75,69,35974,66834,-0.24,POP,1972.644501,155584,65266,41804.0842,0.4187,0.2993,0.2199,0.0492,0.0129,0,0
10900,2011,"Allentown-Bethlehem-Easton, PA-NJ (MSA)",32161,0.88,71.64,41469,348226,1.69,POP,1337.56778,828628,345044,57518.1917,0.2548,0.2909,0.3329,0.1052,0.0162,0.4603,0.0057
11020,2011,"Altoona, PA (MSA)",28983,0.8,64.56,35853,63147,0.81,POP,498.1792218,126650,56065,41094.1441,0.3759,0.3458,0.2344,0.0368,0.0072,0.1365,0.0045
41500,2012,"Salinas, CA (MSA)",34758,-0.15,76.22,43034,179645,1.48,POP,3654.395312,420565,143727,66498.8841,0.1823,0.2788,0.3291,0.2011,0.0558,0.0025,0.0002
41500,2012,"Salinas, CA (MSA)",34758,-0.15,76.22,43034,179645,1.48,HU,3654.395312,420565,143727,66498.8841,0.1823,0.2788,0.3291,0.2011,0.0558,0.0023,0.0003
14740,2012,"Bremerton-Silverdale, WA (MSA)",30255,-1.65,66.34,44547,95351,-0.29,POP,532.8829104,256781,107714,65396.0811,0.1666,0.2823,0.3554,0.2009,0.0368,0.0007,0.0007
14740,2012,"Bremerton-Silverdale, WA (MSA)",30255,-1.65,66.34,44547,95351,-0.29,HU,532.8829104,256781,107714,65396.0811,0.1666,0.2823,0.3554,0.2009,0.0368,0.001,0.001
26620,2012,"Huntsville, AL (MSA)",45157,-1.35,99.02,41595,217901,0.42,POP,1316.441596,434563,190718,60373.5297,0.2282,0.2946,0.2978,0.1992,0.0384,0.0064,0.0016
26620,2012,"Huntsville, AL (MSA)",45157,-1.35,99.02,41595,217901,0.42,HU,1316.441596,434563,190718,60373.5297,0.2282,0.2946,0.2978,0.1992,0.0384,0.0065,0.0017
12700,2012,"Barnstable Town, MA (MSA)",34435,1.73,75.51,60238,96058,2.08,POP,1244.881263,214478,158295,62014.8629,0.1796,0.2814,0.3363,0.1989,0.0495,0.0036,0.0002
12700,2012,"Barnstable Town, MA (MSA)",34435,1.73,75.51,60238,96058,2.08,HU,1244.881263,214478,158295,62014.8629,0.1796,0.2814,0.3363,0.1989,0.0495,0.0032,0.0001
12420,2012,"Austin-Round Rock, TX (MSA)",49518,3.42,108.58,42902,864441,3.84,POP,4156.555611,1827378,759738,66044.727,0.1937,0.2827,0.3205,0.1973,0.0518,0.0001,0
12420,2012,"Austin-Round Rock, TX (MSA)",49518,3.42,108.58,42902,864441,3.84,HU,4156.555611,1827378,759738,66044.727,0.1937,0.2827,0.3205,0.1973,0.0518,0.0001,0
10580,2012,"Albany-Schenectady-Troy, NY (MSA)",41013,1.28,89.93,47763,444583,0.79,POP,2649.720604,878972,396522,61459.3011,0.2068,0.2827,0.3327,0.1961,0.0337,0.4971,0.0502
10580,2012,"Albany-Schenectady-Troy, NY (MSA)",41013,1.28,89.93,47763,444583,0.79,HU,2649.720604,878972,396522,61459.3011,0.2068,0.2827,0.3327,0.1961,0.0337,0.4999,0.0423
42020,2012,"San Luis Obispo-Paso Robles-Arroyo Grande, CA (MSA)",34281,1.33,75.17,43698,110582,3.45,POP,3510.776763,278108,119881,62330.5556,0.2106,0.2825,0.3191,0.1947,0.0485,0.009,0.0017
42020,2012,"San Luis Obispo-Paso Robles-Arroyo Grande, CA (MSA)",34281,1.33,75.17,43698,110582,3.45,HU,3510.776763,278108,119881,62330.5556,0.2106,0.2825,0.3191,0.1947,0.0485,0.0101,0.002
40140,2012,"Riverside-San Bernardino-Ontario, CA (MSA)",22411,0.57,49.14,31900,1261319,2.04,POP,26788.99793,4431564,1572680,62932.0603,0.2025,0.2904,0.3264,0.194,0.0393,0.475,0.0038
40140,2012,"Riverside-San Bernardino-Ontario, CA (MSA)",22411,0.57,49.14,31900,1261319,2.04,HU,26788.99793,4431564,1572680,62932.0603,0.2025,0.2904,0.3264,0.194,0.0393,0.4493,0.0041
22660,2012,"Fort Collins, CO (MSA)",35654,0.79,78.18,41311,143790,2.5,POP,2538.123349,310570,137730,60300.2093,0.2113,0.2887,0.316,0.1933,0.0392,0.8784,0.0077
22660,2012,"Fort Collins, CO (MSA)",35654,0.79,78.18,41311,143790,2.5,HU,2538.123349,310570,137730,60300.2093,0.2113,0.2887,0.316,0.1933,0.0392,0.8291,0.0097
36260,2012,"Ogden-Clearfield, UT (MSA)",30827,2.54,67.6,35984,233603,1.94,POP,1835.943389,568783,195069,65131.8505,0.149,0.2741,0.3946,0.1927,0.0281,0.3798,0.3798
36260,2012,"Ogden-Clearfield, UT (MSA)",30827,2.54,67.6,35984,233603,1.94,HU,1835.943389,568783,195069,65131.8505,0.149,0.2741,0.3946,0.1927,0.0281,0.3932,0.3932
28740,2012,"Kingston, NY (MSA)",22675,-0.1,49.72,42937,61330,-0.56,POP,1092.171839,182788,84012,60165.1947,0.2049,0.2779,0.3365,0.1919,0.0378,0.026,0.0004
28740,2012,"Kingston, NY (MSA)",22675,-0.1,49.72,42937,61330,-0.56,HU,1092.171839,182788,84012,60165.1947,0.2049,0.2779,0.3365,0.1919,0.0378,0.0231,0.0003
19100,2012,"Dallas-Fort Worth-Arlington, TX (MSA)",55612,2.26,121.95,46136,3165176,2.79,POP,8747.931957,6650666,2628744,65582.0617,0.1995,0.2937,0.315,0.1918,0.0511,0.2269,0
19100,2012,"Dallas-Fort Worth-Arlington, TX (MSA)",55612,2.26,121.95,46136,3165176,2.79,HU,8747.931957,6650666,2628744,65582.0617,0.1995,0.2937,0.315,0.1918,0.0511,0.2147,0
31540,2012,"Madison, WI (MSA)",54890,0.44,120.36,48026,376259,1.8,POP,2612.923737,583361,260729,63358.3135,0.1861,0.2739,0.3558,0.1914,0.0397,0.009,0.0057
31540,2012,"Madison, WI (MSA)",54890,0.44,120.36,48026,376259,1.8,HU,2612.923737,583361,260729,63358.3135,0.1861,0.2739,0.3558,0.1914,0.0397,0.0098,0.0062
26420,2012,"Houston-The Woodlands-Sugar Land, TX (MSA)",62438,3.16,136.91,51004,2812489,3.89,POP,9781.135379,6234517,2435368,64827.6499,0.2151,0.2919,0.2987,0.1908,0.0559,0.0177,0
26420,2012,"Houston-The Woodlands-Sugar Land, TX (MSA)",62438,3.16,136.91,51004,2812489,3.89,HU,9781.135379,6234517,2435368,64827.6499,0.2151,0.2919,0.2987,0.1908,0.0559,0.0158,0
19780,2012,"Des Moines-West Des Moines, IA (MSA)",61777,1.48,135.46,46753,340941,2.03,POP,2679.797483,593556,251700,63430.2154,0.1864,0.2881,0.3498,0.189,0.0382,0.7966,0
28420,2012,"Kennewick-Richland, WA (MSA)",34480,-5.65,75.61,37109,112018,-1.2,POP,2983.918933,267237,98992,60123.6841,0.2071,0.3037,0.3229,0.189,0.0274,0.225,0.7154
39300,2012,"Providence-Warwick, RI-MA (MSA)",37325,1.61,81.85,45392,697844,0.45,POP,2061.681067,1603405,699380,60048.8763,0.2431,0.2669,0.3138,0.189,0.0377,0.656,0.561
19780,2012,"Des Moines-West Des Moines, IA (MSA)",61777,1.48,135.46,46753,340941,2.03,HU,2679.797483,593556,251700,63430.2154,0.1864,0.2881,0.3498,0.189,0.0382,0.8042,0
28420,2012,"Kennewick-Richland, WA (MSA)",34480,-5.65,75.61,37109,112018,-1.2,HU,2983.918933,267237,98992,60123.6841,0.2071,0.3037,0.3229,0.189,0.0274,0.1934,0.6946
39300,2012,"Providence-Warwick, RI-MA (MSA)",37325,1.61,81.85,45392,697844,0.45,HU,2061.681067,1603405,699380,60048.8763,0.2431,0.2669,0.3138,0.189,0.0377,0.6539,0.5668
44700,2012,"Stockton-Lodi, CA (MSA)",24486,0.64,53.69,33024,213569,1.85,POP,1347.122319,708262,238722,60501.7916,0.2136,0.2963,0.3168,0.1889,0.0349,0.0237,0.0006
44700,2012,"Stockton-Lodi, CA (MSA)",24486,0.64,53.69,33024,213569,1.85,HU,1347.122319,708262,238722,60501.7916,0.2136,0.2963,0.3168,0.1889,0.0349,0.0206,0.0006
40060,2012,"Richmond, VA (MSA)",47376,2.19,103.89,45194,632771,1.92,POP,5459.150671,1294440,556288,63144.2088,0.1945,0.289,0.3322,0.1887,0.0426,0.5333,0.011
40060,2012,"Richmond, VA (MSA)",47376,2.19,103.89,45194,632771,1.92,HU,5459.150671,1294440,556288,63144.2088,0.1945,0.289,0.3322,0.1887,0.0426,0.5416,0.012
12060,2012,"Atlanta-Sandy Springs-Roswell, GA (MSA)",46970,0.99,103,40963,2405140,1.71,POP,7866.639917,5482975,2270759,64372.1554,0.1981,0.2876,0.3236,0.188,0.0493,0.1553,0.0644
17820,2012,"Colorado Springs, CO (MSA)",36682,0,80.44,40980,295812,0.73,POP,2578.804147,669138,273326,62215.5876,0.1955,0.2933,0.3382,0.188,0.0359,0.0641,0.0113
12060,2012,"Atlanta-Sandy Springs-Roswell, GA (MSA)",46970,0.99,103,40963,2405140,1.71,HU,7866.639917,5482975,2270759,64372.1554,0.1981,0.2876,0.3236,0.188,0.0493,0.185,0.0828
17820,2012,"Colorado Springs, CO (MSA)",36682,0,80.44,40980,295812,0.73,HU,2578.804147,669138,273326,62215.5876,0.1955,0.2933,0.3382,0.188,0.0359,0.0544,0.0083
11100,2011,"Amarillo, TX (MSA)",35120,-0.51,78.24,37464,117634,2.24,POP,3549.54891,252470,103534,48202.3052,0.3345,0.3152,0.2708,0.0648,0.0147,0,0
11180,2011,"Ames, IA (MSA)",40138,1.94,89.41,42134,49427,1.21,POP,519.1171784,90954,37409,48543.7299,0.3,0.2921,0.3014,0.088,0.0185,0.0653,0
16820,2012,"Charlottesville, VA (MSA)",40353,-0.93,88.49,46667,108425,0.93,POP,1560.737469,207211,91999,62010.2234,0.2067,0.2816,0.3209,0.1873,0.0537,0.0595,0.0435
16820,2012,"Charlottesville, VA (MSA)",40353,-0.93,88.49,46667,108425,0.93,HU,1560.737469,207211,91999,62010.2234,0.2067,0.2816,0.3209,0.1873,0.0537,0.0666,0.0503
41620,2012,"Salt Lake City, UT (MSA)",55210,2.54,121.06,40424,643454,3.43,POP,9742.245961,1155242,422699,64459.1605,0.1685,0.2856,0.3579,0.1871,0.0415,0.4036,0.3759
41620,2012,"Salt Lake City, UT (MSA)",55210,2.54,121.06,40424,643454,3.43,HU,9742.245961,1155242,422699,64459.1605,0.1685,0.2856,0.3579,0.1871,0.0415,0.4306,0.3972
10900,2012,"Allentown-Bethlehem-Easton, PA-NJ (MSA)",32887,2.26,72.11,42865,354135,1.7,POP,1337.56778,838464,352530,61044.1733,0.205,0.2907,0.3358,0.1864,0.0354,0.4791,0.0049
10900,2012,"Allentown-Bethlehem-Easton, PA-NJ (MSA)",32887,2.26,72.11,42865,354135,1.7,HU,1337.56778,838464,352530,61044.1733,0.205,0.2907,0.3358,0.1864,0.0354,0.47,0.0041
47260,2012,"Virginia Beach-Norfolk-Newport News, VA-NC (MSA)",42799,1.22,93.85,44321,838717,0.51,POP,3687.005094,1693607,696821,62661.7839,0.1842,0.2874,0.3547,0.1862,0.0322,0.4166,0.0097
47260,2012,"Virginia Beach-Norfolk-Newport News, VA-NC (MSA)",42799,1.22,93.85,44321,838717,0.51,HU,3687.005094,1693607,696821,62661.7839,0.1842,0.2874,0.3547,0.1862,0.0322,0.4146,0.0091
39900,2012,"Reno, NV (MSA)",40261,-0.59,88.28,43317,195559,0.19,POP,6669.358954,437705,193441,63800.2796,0.2043,0.2876,0.3289,0.1845,0.0425,0,0
39900,2012,"Reno, NV (MSA)",40261,-0.59,88.28,43317,195559,0.19,HU,6669.358954,437705,193441,63800.2796,0.2043,0.2876,0.3289,0.1845,0.0425,0,0
15540,2012,"Burlington-South Burlington, VT (MSA)",49316,1.71,108.14,47285,124121,1.97,POP,1444.311042,214278,94226,62490.0215,0.191,0.2768,0.3614,0.183,0.0357,0.3287,0.0825
15540,2012,"Burlington-South Burlington, VT (MSA)",49316,1.71,108.14,47285,124121,1.97,HU,1444.311042,214278,94226,62490.0215,0.191,0.2768,0.3614,0.183,0.0357,0.3385,0.0833
24540,2012,"Greeley, CO (MSA)",25427,1.6,55.76,31657,92016,4.09,POP,3864.870209,268960,102198,60556.0642,0.2109,0.282,0.3474,0.1828,0.0261,0.1274,0.0152
24540,2012,"Greeley, CO (MSA)",25427,1.6,55.76,31657,92016,4.09,HU,3864.870209,268960,102198,60556.0642,0.2109,0.282,0.3474,0.1828,0.0261,0.1206,0.0104
38900,2012,"Portland-Vancouver-Hillsboro, OR-WA (MSA)",62028,3.73,136.01,43103,1065830,2.09,POP,6558.15578,2286607,957106,61136.8472,0.1998,0.2896,0.3362,0.1827,0.0407,0.7066,0.495
